Web dev,App dev,Coding,AI,Cloud Computing,Architecture,Buisness administration,Full Stack,Ethical Hacking,Space,Aircrafts,Software Engineering,Graphics Designing,Role,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Average,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Moderately Interested,Slightly Interested,Slightly Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Not Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Poor,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Beginner,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Average,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Slightly Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Slightly Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Moderately Interested,Not Interested,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Not Interested,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Beginner,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Average,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Slightly Interested,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Moderately Interested,Poor,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Not Interested,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Poor,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Average,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Slightly Interested,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Moderately Interested,Beginner,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Not Interested,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Poor,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Beginner,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Slightly Interested,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Moderately Interested,Average,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Not Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Poor,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Beginner,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Average,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Moderately Interested,Slightly Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Not Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Poor,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Beginner,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Average,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Slightly Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
